id,category,answer_ko,answer_en,acceptable_answers,difficulty,image_url,image_source,photographer,license,suggested_image_query,hint_1,hint_2,hint_3,hint_4,hint_5,explanation,status
LAND-028,랜드마크,체인 브리지,Chain Bridge,"체인 브리지, chain bridge, szechenyi chain bridge",normal,,,,,Chain Bridge 부다페스트 헝가리,이곳은 헝가리 부다페스트에 있는 랜드마크입니다.,유형으로 보면 다리에 가깝습니다.,헝가리를 대표하는 명소 중 하나입니다.,강 양쪽의 도시를 잇는 현수교입니다.,부다페스트 다뉴브강의 대표 다리입니다.,체인 브리지는 헝가리 부다페스트에 있는 다리입니다. 강 양쪽의 도시를 잇는 현수교입니다. 부다페스트 다뉴브강의 대표 다리입니다.,텍스트초안
LAND-029,랜드마크,쇤브룬 궁전,Schonbrunn Palace,"쇤브룬 궁전, schonbrunn palace, schönbrunn palace",normal,,,,,Schonbrunn Palace 빈 오스트리아,이곳은 오스트리아 빈에 있는 랜드마크입니다.,유형으로 보면 궁전에 가깝습니다.,오스트리아를 대표하는 명소 중 하나입니다.,넓은 정원과 황실 궁전이 유명합니다.,오스트리아 빈의 대표 궁전입니다.,쇤브룬 궁전는 오스트리아 빈에 있는 궁전입니다. 넓은 정원과 황실 궁전이 유명합니다. 오스트리아 빈의 대표 궁전입니다.,텍스트초안
LAND-030,랜드마크,빈 국립 오페라극장,Vienna State Opera,"빈 국립 오페라극장, vienna state opera",hard,,,,,Vienna State Opera 빈 오스트리아,이곳은 오스트리아 빈에 있는 랜드마크입니다.,유형으로 보면 공연장에 가깝습니다.,오스트리아를 대표하는 명소 중 하나입니다.,음악 도시의 대표 공연장입니다.,오스트리아 빈의 오페라 극장입니다.,빈 국립 오페라극장는 오스트리아 빈에 있는 공연장입니다. 음악 도시의 대표 공연장입니다. 오스트리아 빈의 오페라 극장입니다.,텍스트초안
LAND-031,랜드마크,성 바실리 대성당,Saint Basil Cathedral,"성 바실리 대성당, saint basil cathedral",easy,,,,,Saint Basil Cathedral 모스크바 러시아,이곳은 러시아 모스크바에 있는 랜드마크입니다.,유형으로 보면 성당에 가깝습니다.,러시아를 대표하는 명소 중 하나입니다.,알록달록한 양파형 돔이 유명합니다.,모스크바 붉은 광장에 있습니다.,성 바실리 대성당는 러시아 모스크바에 있는 성당입니다. 알록달록한 양파형 돔이 유명합니다. 모스크바 붉은 광장에 있습니다.,텍스트초안
LAND-032,랜드마크,크렘린,Moscow Kremlin,"크렘린, moscow kremlin, kremlin",normal,,,,,Moscow Kremlin 모스크바 러시아,이곳은 러시아 모스크바에 있는 랜드마크입니다.,유형으로 보면 요새/궁전에 가깝습니다.,러시아를 대표하는 명소 중 하나입니다.,붉은 성벽과 탑으로 둘러싸인 복합 단지입니다.,러시아 정치 권력의 상징으로 알려져 있습니다.,크렘린는 러시아 모스크바에 있는 요새/궁전입니다. 붉은 성벽과 탑으로 둘러싸인 복합 단지입니다. 러시아 정치 권력의 상징으로 알려져 있습니다.,텍스트초안
LAND-033,랜드마크,에르미타주 박물관,Hermitage Museum,"에르미타주, hermitage museum",normal,,,,,Hermitage Museum 상트페테르부르크 러시아,이곳은 러시아 상트페테르부르크에 있는 랜드마크입니다.,유형으로 보면 박물관에 가깝습니다.,러시아를 대표하는 명소 중 하나입니다.,겨울궁전 건물과 방대한 소장품으로 유명합니다.,상트페테르부르크의 대표 박물관입니다.,에르미타주 박물관는 러시아 상트페테르부르크에 있는 박물관입니다. 겨울궁전 건물과 방대한 소장품으로 유명합니다. 상트페테르부르크의 대표 박물관입니다.,텍스트초안
LAND-034,랜드마크,페트라,Petra,"페트라, petra",easy,,,,,Petra 페트라 요르단,이곳은 요르단 페트라에 있는 랜드마크입니다.,유형으로 보면 고대 도시 유적에 가깝습니다.,요르단를 대표하는 명소 중 하나입니다.,붉은 사암 절벽을 깎아 만든 건축물이 유명합니다.,요르단의 대표 고대 도시 유적입니다.,페트라는 요르단 페트라에 있는 고대 도시 유적입니다. 붉은 사암 절벽을 깎아 만든 건축물이 유명합니다. 요르단의 대표 고대 도시 유적입니다.,텍스트초안
LAND-035,랜드마크,부르즈 칼리파,Burj Khalifa,"부르즈 칼리파, burj khalifa",easy,,,,,Burj Khalifa 두바이 아랍에미리트,이곳은 아랍에미리트 두바이에 있는 랜드마크입니다.,유형으로 보면 초고층 빌딩에 가깝습니다.,아랍에미리트를 대표하는 명소 중 하나입니다.,세계적인 초고층 건축물로 알려져 있습니다.,두바이의 스카이라인을 상징합니다.,부르즈 칼리파는 아랍에미리트 두바이에 있는 초고층 빌딩입니다. 세계적인 초고층 건축물로 알려져 있습니다. 두바이의 스카이라인을 상징합니다.,텍스트초안
LAND-036,랜드마크,버즈 알 아랍,Burj Al Arab,"버즈 알 아랍, burj al arab",normal,,,,,Burj Al Arab 두바이 아랍에미리트,이곳은 아랍에미리트 두바이에 있는 랜드마크입니다.,유형으로 보면 호텔에 가깝습니다.,아랍에미리트를 대표하는 명소 중 하나입니다.,돛 모양 외관이 유명합니다.,두바이 해안의 대표 호텔 건축물입니다.,버즈 알 아랍는 아랍에미리트 두바이에 있는 호텔입니다. 돛 모양 외관이 유명합니다. 두바이 해안의 대표 호텔 건축물입니다.,텍스트초안
LAND-037,랜드마크,셰이크 자이드 그랜드 모스크,Sheikh Zayed Grand Mosque,"셰이크 자이드 모스크, sheikh zayed grand mosque",normal,,,,,Sheikh Zayed Grand Mosque 아부다비 아랍에미리트,이곳은 아랍에미리트 아부다비에 있는 랜드마크입니다.,유형으로 보면 모스크에 가깝습니다.,아랍에미리트를 대표하는 명소 중 하나입니다.,흰색 대리석과 거대한 돔이 유명합니다.,아부다비의 대표 모스크입니다.,셰이크 자이드 그랜드 모스크는 아랍에미리트 아부다비에 있는 모스크입니다. 흰색 대리석과 거대한 돔이 유명합니다. 아부다비의 대표 모스크입니다.,텍스트초안
LAND-038,랜드마크,메카 대모스크,Masjid al-Haram,"메카 대모스크, masjid al-haram, kaaba, 카바",normal,,,,,Masjid al-Haram 메카 사우디아라비아,이곳은 사우디아라비아 메카에 있는 랜드마크입니다.,유형으로 보면 성지에 가깝습니다.,사우디아라비아를 대표하는 명소 중 하나입니다.,검은 입방체 구조물을 중심으로 순례가 이루어집니다.,이슬람교의 가장 중요한 성지 중 하나입니다.,메카 대모스크는 사우디아라비아 메카에 있는 성지입니다. 검은 입방체 구조물을 중심으로 순례가 이루어집니다. 이슬람교의 가장 중요한 성지 중 하나입니다.,텍스트초안
LAND-039,랜드마크,바위의 돔,Dome of the Rock,"바위의 돔, dome of the rock",normal,,,,,Dome of the Rock 예루살렘 예루살렘,이곳은 예루살렘에 있는 랜드마크입니다.,유형으로 보면 종교 건축에 가깝습니다.,예루살렘를 대표하는 명소 중 하나입니다.,황금빛 돔이 매우 인상적입니다.,예루살렘 구시가지의 대표 성지입니다.,바위의 돔는 예루살렘에 있는 종교 건축입니다. 황금빛 돔이 매우 인상적입니다. 예루살렘 구시가지의 대표 성지입니다.,텍스트초안
LAND-040,랜드마크,통곡의 벽,Western Wall,"통곡의 벽, western wall, wailing wall",normal,,,,,Western Wall 예루살렘 예루살렘,이곳은 예루살렘에 있는 랜드마크입니다.,유형으로 보면 종교 유적에 가깝습니다.,예루살렘를 대표하는 명소 중 하나입니다.,돌벽 앞에서 기도하는 모습으로 유명합니다.,예루살렘의 대표적인 유대교 성지입니다.,통곡의 벽는 예루살렘에 있는 종교 유적입니다. 돌벽 앞에서 기도하는 모습으로 유명합니다. 예루살렘의 대표적인 유대교 성지입니다.,텍스트초안
LAND-041,랜드마크,이스파한 이맘 광장,Naqsh-e Jahan Square,"이맘 광장, naqsh-e jahan square, imam square isfahan",hard,,,,,Naqsh-e Jahan Square 이스파한 이란,이곳은 이란 이스파한에 있는 랜드마크입니다.,유형으로 보면 광장에 가깝습니다.,이란를 대표하는 명소 중 하나입니다.,거대한 광장과 이슬람 건축물이 어우러집니다.,이란 이스파한의 대표 세계유산입니다.,이스파한 이맘 광장는 이란 이스파한에 있는 광장입니다. 거대한 광장과 이슬람 건축물이 어우러집니다. 이란 이스파한의 대표 세계유산입니다.,텍스트초안
LAND-042,랜드마크,만리장성,Great Wall of China,"만리장성, great wall of china",easy,,,,,Great Wall of China 중국 북부 중국,이곳은 중국 중국 북부에 있는 랜드마크입니다.,유형으로 보면 성벽에 가깝습니다.,중국를 대표하는 명소 중 하나입니다.,산등성이를 따라 길게 이어진 성벽입니다.,중국을 대표하는 거대한 방어 시설입니다.,만리장성는 중국 중국 북부에 있는 성벽입니다. 산등성이를 따라 길게 이어진 성벽입니다. 중국을 대표하는 거대한 방어 시설입니다.,텍스트초안
LAND-043,랜드마크,자금성,Forbidden City,"자금성, forbidden city",easy,,,,,Forbidden City 베이징 중국,이곳은 중국 베이징에 있는 랜드마크입니다.,유형으로 보면 궁궐에 가깝습니다.,중국를 대표하는 명소 중 하나입니다.,붉은 성벽과 거대한 궁궐 단지가 유명합니다.,중국 베이징의 황궁 유적입니다.,자금성는 중국 베이징에 있는 궁궐입니다. 붉은 성벽과 거대한 궁궐 단지가 유명합니다. 중국 베이징의 황궁 유적입니다.,텍스트초안
LAND-044,랜드마크,천단,Temple of Heaven,"천단, temple of heaven",normal,,,,,Temple of Heaven 베이징 중국,이곳은 중국 베이징에 있는 랜드마크입니다.,유형으로 보면 제례 건축에 가깝습니다.,중국를 대표하는 명소 중 하나입니다.,원형 지붕의 제례 건축물이 유명합니다.,베이징의 대표 역사 유적입니다.,천단는 중국 베이징에 있는 제례 건축입니다. 원형 지붕의 제례 건축물이 유명합니다. 베이징의 대표 역사 유적입니다.,텍스트초안
LAND-045,랜드마크,병마용,Terracotta Army,"병마용, terracotta army",easy,,,,,Terracotta Army 시안 중국,이곳은 중국 시안에 있는 랜드마크입니다.,유형으로 보면 고대 유적에 가깝습니다.,중국를 대표하는 명소 중 하나입니다.,수많은 흙 병사 조각으로 유명합니다.,진시황릉과 관련된 중국 유적입니다.,병마용는 중국 시안에 있는 고대 유적입니다. 수많은 흙 병사 조각으로 유명합니다. 진시황릉과 관련된 중국 유적입니다.,텍스트초안
LAND-046,랜드마크,동방명주탑,Oriental Pearl Tower,"동방명주탑, oriental pearl tower",normal,,,,,Oriental Pearl Tower 상하이 중국,이곳은 중국 상하이에 있는 랜드마크입니다.,유형으로 보면 방송탑에 가깝습니다.,중국를 대표하는 명소 중 하나입니다.,구슬 모양 구조물이 이어진 탑입니다.,상하이 푸둥 스카이라인의 대표 건축물입니다.,동방명주탑는 중국 상하이에 있는 방송탑입니다. 구슬 모양 구조물이 이어진 탑입니다. 상하이 푸둥 스카이라인의 대표 건축물입니다.,텍스트초안
LAND-047,랜드마크,타이베이 101,Taipei 101,"타이베이 101, taipei 101",easy,,,,,Taipei 101 타이베이 대만,이곳은 대만 타이베이에 있는 랜드마크입니다.,유형으로 보면 초고층 빌딩에 가깝습니다.,대만를 대표하는 명소 중 하나입니다.,대나무 마디 같은 외관이 특징입니다.,타이베이의 대표 초고층 건물입니다.,타이베이 101는 대만 타이베이에 있는 초고층 빌딩입니다. 대나무 마디 같은 외관이 특징입니다. 타이베이의 대표 초고층 건물입니다.,텍스트초안
LAND-048,랜드마크,빅토리아 피크,Victoria Peak,"빅토리아 피크, victoria peak, the peak hong kong",normal,,,,,Victoria Peak 홍콩 홍콩,이곳은 홍콩에 있는 랜드마크입니다.,유형으로 보면 전망 명소에 가깝습니다.,홍콩를 대표하는 명소 중 하나입니다.,고밀도 항구 도시를 내려다보는 전망지입니다.,홍콩 스카이라인 전망으로 유명합니다.,빅토리아 피크는 홍콩에 있는 전망 명소입니다. 고밀도 항구 도시를 내려다보는 전망지입니다. 홍콩 스카이라인 전망으로 유명합니다.,텍스트초안
LAND-049,랜드마크,마리나 베이 샌즈,Marina Bay Sands,"마리나 베이 샌즈, marina bay sands",easy,,,,,Marina Bay Sands 싱가포르 싱가포르,이곳은 싱가포르에 있는 랜드마크입니다.,유형으로 보면 호텔/복합시설에 가깝습니다.,싱가포르를 대표하는 명소 중 하나입니다.,세 개의 타워 위에 배 모양 구조가 있습니다.,싱가포르 마리나 베이의 대표 랜드마크입니다.,마리나 베이 샌즈는 싱가포르에 있는 호텔/복합시설입니다. 세 개의 타워 위에 배 모양 구조가 있습니다. 싱가포르 마리나 베이의 대표 랜드마크입니다.,텍스트초안
LAND-050,랜드마크,머라이언,Merlion,"머라이언, merlion",easy,,,,,Merlion 싱가포르 싱가포르,이곳은 싱가포르에 있는 랜드마크입니다.,유형으로 보면 조형물에 가깝습니다.,싱가포르를 대표하는 명소 중 하나입니다.,사자 머리와 물고기 몸을 가진 조형물입니다.,싱가포르를 상징하는 조형물입니다.,머라이언는 싱가포르에 있는 조형물입니다. 사자 머리와 물고기 몸을 가진 조형물입니다. 싱가포르를 상징하는 조형물입니다.,텍스트초안
LAND-051,랜드마크,페트로나스 트윈 타워,Petronas Twin Towers,"페트로나스 트윈 타워, petronas twin towers",easy,,,,,Petronas Twin Towers 쿠알라룸푸르 말레이시아,이곳은 말레이시아 쿠알라룸푸르에 있는 랜드마크입니다.,유형으로 보면 쌍둥이 빌딩에 가깝습니다.,말레이시아를 대표하는 명소 중 하나입니다.,두 개의 높은 탑이 다리로 연결되어 있습니다.,쿠알라룸푸르의 대표 초고층 건물입니다.,페트로나스 트윈 타워는 말레이시아 쿠알라룸푸르에 있는 쌍둥이 빌딩입니다. 두 개의 높은 탑이 다리로 연결되어 있습니다. 쿠알라룸푸르의 대표 초고층 건물입니다.,텍스트초안
LAND-052,랜드마크,앙코르와트,Angkor Wat,"앙코르와트, angkor wat",easy,,,,,Angkor Wat 시엠립 캄보디아,이곳은 캄보디아 시엠립에 있는 랜드마크입니다.,유형으로 보면 사원 유적에 가깝습니다.,캄보디아를 대표하는 명소 중 하나입니다.,거대한 사원과 해자 구조가 유명합니다.,캄보디아의 대표 고대 사원 유적입니다.,앙코르와트는 캄보디아 시엠립에 있는 사원 유적입니다. 거대한 사원과 해자 구조가 유명합니다. 캄보디아의 대표 고대 사원 유적입니다.,텍스트초안
LAND-053,랜드마크,쉐다곤 파고다,Shwedagon Pagoda,"쉐다곤 파고다, shwedagon pagoda",normal,,,,,Shwedagon Pagoda 양곤 미얀마,이곳은 미얀마 양곤에 있는 랜드마크입니다.,유형으로 보면 불교 사원에 가깝습니다.,미얀마를 대표하는 명소 중 하나입니다.,황금빛 거대한 탑이 유명합니다.,미얀마 양곤의 대표 불교 성지입니다.,쉐다곤 파고다는 미얀마 양곤에 있는 불교 사원입니다. 황금빛 거대한 탑이 유명합니다. 미얀마 양곤의 대표 불교 성지입니다.,텍스트초안
LAND-054,랜드마크,보로부두르,Borobudur,"보로부두르, borobudur",normal,,,,,Borobudur 자바 인도네시아,이곳은 인도네시아 자바에 있는 랜드마크입니다.,유형으로 보면 불교 유적에 가깝습니다.,인도네시아를 대표하는 명소 중 하나입니다.,계단식 석조 구조와 수많은 불상이 있습니다.,인도네시아 자바섬의 대표 불교 유적입니다.,보로부두르는 인도네시아 자바에 있는 불교 유적입니다. 계단식 석조 구조와 수많은 불상이 있습니다. 인도네시아 자바섬의 대표 불교 유적입니다.,텍스트초안
LAND-055,랜드마크,프람바난,Prambanan,"프람바난, prambanan",hard,,,,,Prambanan 자바 인도네시아,이곳은 인도네시아 자바에 있는 랜드마크입니다.,유형으로 보면 힌두 사원에 가깝습니다.,인도네시아를 대표하는 명소 중 하나입니다.,뾰족한 석조 첨탑들이 모여 있습니다.,인도네시아 자바섬의 대표 힌두 사원입니다.,프람바난는 인도네시아 자바에 있는 힌두 사원입니다. 뾰족한 석조 첨탑들이 모여 있습니다. 인도네시아 자바섬의 대표 힌두 사원입니다.,텍스트초안
LAND-056,랜드마크,바간 사원군,Bagan Temples,"바간, bagan temples",normal,,,,,Bagan Temples 바간 미얀마,이곳은 미얀마 바간에 있는 랜드마크입니다.,유형으로 보면 사원 유적에 가깝습니다.,미얀마를 대표하는 명소 중 하나입니다.,평원 위에 수많은 사원과 탑이 흩어져 있습니다.,미얀마의 대표 고대 유적지입니다.,바간 사원군는 미얀마 바간에 있는 사원 유적입니다. 평원 위에 수많은 사원과 탑이 흩어져 있습니다. 미얀마의 대표 고대 유적지입니다.,텍스트초안
LAND-057,랜드마크,하롱베이,Ha Long Bay,"하롱베이, ha long bay, halong bay",easy,,,,,Ha Long Bay 꽝닌성 베트남,이곳은 베트남 꽝닌성에 있는 랜드마크입니다.,유형으로 보면 자연 명소에 가깝습니다.,베트남를 대표하는 명소 중 하나입니다.,바다 위로 솟은 석회암 섬들이 유명합니다.,베트남 북부의 대표 자연 명소입니다.,하롱베이는 베트남 꽝닌성에 있는 자연 명소입니다. 바다 위로 솟은 석회암 섬들이 유명합니다. 베트남 북부의 대표 자연 명소입니다.,텍스트초안
LAND-058,랜드마크,골든 브리지,Golden Bridge,"골든 브리지, golden bridge vietnam, ba na hills",normal,,,,,Golden Bridge 다낭 베트남,이곳은 베트남 다낭에 있는 랜드마크입니다.,유형으로 보면 다리에 가깝습니다.,베트남를 대표하는 명소 중 하나입니다.,거대한 손이 다리를 받치는 모습이 유명합니다.,베트남 바나힐의 관광 명소입니다.,골든 브리지는 베트남 다낭에 있는 다리입니다. 거대한 손이 다리를 받치는 모습이 유명합니다. 베트남 바나힐의 관광 명소입니다.,텍스트초안
LAND-059,랜드마크,경복궁,Gyeongbokgung Palace,"경복궁, gyeongbokgung palace",easy,,,,,Gyeongbokgung Palace 서울 대한민국,이곳은 대한민국 서울에 있는 랜드마크입니다.,유형으로 보면 궁궐에 가깝습니다.,대한민국를 대표하는 명소 중 하나입니다.,전통 궁궐과 광화문이 유명합니다.,서울의 대표 조선 왕궁입니다.,경복궁는 대한민국 서울에 있는 궁궐입니다. 전통 궁궐과 광화문이 유명합니다. 서울의 대표 조선 왕궁입니다.,텍스트초안
LAND-060,랜드마크,N서울타워,N Seoul Tower,"N서울타워, 남산타워, n seoul tower",easy,,,,,N Seoul Tower 서울 대한민국,이곳은 대한민국 서울에 있는 랜드마크입니다.,유형으로 보면 전망탑에 가깝습니다.,대한민국를 대표하는 명소 중 하나입니다.,산 위에 있는 서울의 전망탑입니다.,남산에 있는 서울의 대표 랜드마크입니다.,N서울타워는 대한민국 서울에 있는 전망탑입니다. 산 위에 있는 서울의 전망탑입니다. 남산에 있는 서울의 대표 랜드마크입니다.,텍스트초안
LAND-061,랜드마크,불국사,Bulguksa Temple,"불국사, bulguksa temple",normal,,,,,Bulguksa Temple 경주 대한민국,이곳은 대한민국 경주에 있는 랜드마크입니다.,유형으로 보면 사찰에 가깝습니다.,대한민국를 대표하는 명소 중 하나입니다.,석탑과 전통 사찰 건축이 유명합니다.,경주의 대표 불교 문화유산입니다.,불국사는 대한민국 경주에 있는 사찰입니다. 석탑과 전통 사찰 건축이 유명합니다. 경주의 대표 불교 문화유산입니다.,텍스트초안
LAND-062,랜드마크,후지산,Mount Fuji,"후지산, mount fuji, fuji mountain",easy,,,,,Mount Fuji 혼슈 일본,이곳은 일본 혼슈에 있는 랜드마크입니다.,유형으로 보면 산에 가깝습니다.,일본를 대표하는 명소 중 하나입니다.,대칭적인 원뿔형 산 모양이 유명합니다.,일본을 상징하는 산입니다.,후지산는 일본 혼슈에 있는 산입니다. 대칭적인 원뿔형 산 모양이 유명합니다. 일본을 상징하는 산입니다.,텍스트초안
LAND-063,랜드마크,후시미 이나리 신사,Fushimi Inari Shrine,"후시미 이나리, fushimi inari shrine",easy,,,,,Fushimi Inari Shrine 교토 일본,이곳은 일본 교토에 있는 랜드마크입니다.,유형으로 보면 신사에 가깝습니다.,일본를 대표하는 명소 중 하나입니다.,붉은 도리이 문이 끝없이 이어집니다.,교토의 대표 신사입니다.,후시미 이나리 신사는 일본 교토에 있는 신사입니다. 붉은 도리이 문이 끝없이 이어집니다. 교토의 대표 신사입니다.,텍스트초안
LAND-064,랜드마크,기요미즈데라,Kiyomizu-dera,"기요미즈데라, kiyomizu dera, kiyomizu-dera",normal,,,,,Kiyomizu-dera 교토 일본,이곳은 일본 교토에 있는 랜드마크입니다.,유형으로 보면 사찰에 가깝습니다.,일본를 대표하는 명소 중 하나입니다.,나무 기둥 위의 큰 무대가 유명합니다.,교토의 대표 사찰입니다.,기요미즈데라는 일본 교토에 있는 사찰입니다. 나무 기둥 위의 큰 무대가 유명합니다. 교토의 대표 사찰입니다.,텍스트초안
LAND-065,랜드마크,오사카성,Osaka Castle,"오사카성, osaka castle",normal,,,,,Osaka Castle 오사카 일본,이곳은 일본 오사카에 있는 랜드마크입니다.,유형으로 보면 성에 가깝습니다.,일본를 대표하는 명소 중 하나입니다.,해자와 높은 천수각이 특징입니다.,오사카의 대표 역사 랜드마크입니다.,오사카성는 일본 오사카에 있는 성입니다. 해자와 높은 천수각이 특징입니다. 오사카의 대표 역사 랜드마크입니다.,텍스트초안
LAND-066,랜드마크,히메지성,Himeji Castle,"히메지성, himeji castle",normal,,,,,Himeji Castle 히메지 일본,이곳은 일본 히메지에 있는 랜드마크입니다.,유형으로 보면 성에 가깝습니다.,일본를 대표하는 명소 중 하나입니다.,흰색 외관 때문에 백로성으로 불립니다.,일본의 대표 목조 성곽입니다.,히메지성는 일본 히메지에 있는 성입니다. 흰색 외관 때문에 백로성으로 불립니다. 일본의 대표 목조 성곽입니다.,텍스트초안
LAND-067,랜드마크,도쿄 스카이트리,Tokyo Skytree,"도쿄 스카이트리, tokyo skytree",easy,,,,,Tokyo Skytree 도쿄 일본,이곳은 일본 도쿄에 있는 랜드마크입니다.,유형으로 보면 전망탑에 가깝습니다.,일본를 대표하는 명소 중 하나입니다.,매우 높은 방송·전망탑입니다.,도쿄의 대표 현대 랜드마크입니다.,도쿄 스카이트리는 일본 도쿄에 있는 전망탑입니다. 매우 높은 방송·전망탑입니다. 도쿄의 대표 현대 랜드마크입니다.,텍스트초안
LAND-068,랜드마크,시부야 스크램블 교차로,Shibuya Crossing,"시부야 스크램블, shibuya crossing",easy,,,,,Shibuya Crossing 도쿄 일본,이곳은 일본 도쿄에 있는 랜드마크입니다.,유형으로 보면 거리 명소에 가깝습니다.,일본를 대표하는 명소 중 하나입니다.,사람들이 사방에서 동시에 건너는 교차로입니다.,도쿄 시부야의 대표 거리 명소입니다.,시부야 스크램블 교차로는 일본 도쿄에 있는 거리 명소입니다. 사람들이 사방에서 동시에 건너는 교차로입니다. 도쿄 시부야의 대표 거리 명소입니다.,텍스트초안
LAND-069,랜드마크,시드니 오페라 하우스,Sydney Opera House,"시드니 오페라 하우스, sydney opera house",easy,,,,,Sydney Opera House 시드니 호주,이곳은 호주 시드니에 있는 랜드마크입니다.,유형으로 보면 공연장에 가깝습니다.,호주를 대표하는 명소 중 하나입니다.,조개껍데기 같은 지붕 형태가 유명합니다.,시드니 항구의 대표 건축물입니다.,시드니 오페라 하우스는 호주 시드니에 있는 공연장입니다. 조개껍데기 같은 지붕 형태가 유명합니다. 시드니 항구의 대표 건축물입니다.,텍스트초안
LAND-070,랜드마크,하버 브리지,Sydney Harbour Bridge,"하버 브리지, sydney harbour bridge",easy,,,,,Sydney Harbour Bridge 시드니 호주,이곳은 호주 시드니에 있는 랜드마크입니다.,유형으로 보면 다리에 가깝습니다.,호주를 대표하는 명소 중 하나입니다.,거대한 아치형 철교가 항구를 가로지릅니다.,시드니 항구의 대표 다리입니다.,하버 브리지는 호주 시드니에 있는 다리입니다. 거대한 아치형 철교가 항구를 가로지릅니다. 시드니 항구의 대표 다리입니다.,텍스트초안
LAND-071,랜드마크,울루루,Uluru,"울루루, uluru, ayers rock",easy,,,,,Uluru 노던준주 호주,이곳은 호주 노던준주에 있는 랜드마크입니다.,유형으로 보면 자연 명소에 가깝습니다.,호주를 대표하는 명소 중 하나입니다.,붉은 거대한 바위산이 사막에 솟아 있습니다.,호주 원주민 문화와 관련 깊은 자연 명소입니다.,울루루는 호주 노던준주에 있는 자연 명소입니다. 붉은 거대한 바위산이 사막에 솟아 있습니다. 호주 원주민 문화와 관련 깊은 자연 명소입니다.,텍스트초안
LAND-072,랜드마크,그레이트 배리어 리프,Great Barrier Reef,"그레이트 배리어 리프, great barrier reef",normal,,,,,Great Barrier Reef 퀸즐랜드 호주,이곳은 호주 퀸즐랜드에 있는 랜드마크입니다.,유형으로 보면 자연 명소에 가깝습니다.,호주를 대표하는 명소 중 하나입니다.,거대한 산호초 지대로 유명합니다.,호주 동북부 해안의 대표 자연유산입니다.,그레이트 배리어 리프는 호주 퀸즐랜드에 있는 자연 명소입니다. 거대한 산호초 지대로 유명합니다. 호주 동북부 해안의 대표 자연유산입니다.,텍스트초안
LAND-073,랜드마크,스카이타워,Sky Tower,"스카이타워, sky tower auckland",normal,,,,,Sky Tower 오클랜드 뉴질랜드,이곳은 뉴질랜드 오클랜드에 있는 랜드마크입니다.,유형으로 보면 전망탑에 가깝습니다.,뉴질랜드를 대표하는 명소 중 하나입니다.,도심에 솟은 높은 타워입니다.,오클랜드의 대표 랜드마크입니다.,스카이타워는 뉴질랜드 오클랜드에 있는 전망탑입니다. 도심에 솟은 높은 타워입니다. 오클랜드의 대표 랜드마크입니다.,텍스트초안
LAND-074,랜드마크,마추픽추,Machu Picchu,"마추픽추, machu picchu",easy,,,,,Machu Picchu 쿠스코 인근 페루,이곳은 페루 쿠스코 인근에 있는 랜드마크입니다.,유형으로 보면 고대 도시 유적에 가깝습니다.,페루를 대표하는 명소 중 하나입니다.,안데스 산맥 위에 있는 고대 도시 유적입니다.,잉카 문명의 대표 유적입니다.,마추픽추는 페루 쿠스코 인근에 있는 고대 도시 유적입니다. 안데스 산맥 위에 있는 고대 도시 유적입니다. 잉카 문명의 대표 유적입니다.,텍스트초안
LAND-075,랜드마크,구세주 그리스도상,Christ the Redeemer,"구세주 그리스도상, christ the redeemer",easy,,,,,Christ the Redeemer 리우데자네이루 브라질,이곳은 브라질 리우데자네이루에 있는 랜드마크입니다.,유형으로 보면 기념상에 가깝습니다.,브라질를 대표하는 명소 중 하나입니다.,두 팔을 벌린 거대한 예수상이 산 위에 있습니다.,리우데자네이루를 대표하는 랜드마크입니다.,구세주 그리스도상는 브라질 리우데자네이루에 있는 기념상입니다. 두 팔을 벌린 거대한 예수상이 산 위에 있습니다. 리우데자네이루를 대표하는 랜드마크입니다.,텍스트초안
LAND-076,랜드마크,슈거로프산,Sugarloaf Mountain,"슈거로프산, sugarloaf mountain rio",normal,,,,,Sugarloaf Mountain 리우데자네이루 브라질,이곳은 브라질 리우데자네이루에 있는 랜드마크입니다.,유형으로 보면 자연 명소에 가깝습니다.,브라질를 대표하는 명소 중 하나입니다.,바다 옆에 솟은 둥근 바위산입니다.,리우데자네이루의 대표 전망 명소입니다.,슈거로프산는 브라질 리우데자네이루에 있는 자연 명소입니다. 바다 옆에 솟은 둥근 바위산입니다. 리우데자네이루의 대표 전망 명소입니다.,텍스트초안
LAND-077,랜드마크,이과수 폭포,Iguazu Falls,"이과수 폭포, iguazu falls, iguassu falls",easy,,,,,Iguazu Falls 이과수 아르헨티나/브라질,이곳은 아르헨티나/브라질 이과수에 있는 랜드마크입니다.,유형으로 보면 폭포에 가깝습니다.,아르헨티나/브라질를 대표하는 명소 중 하나입니다.,거대한 폭포군이 국경 지역에 펼쳐져 있습니다.,남미의 대표 자연 명소입니다.,이과수 폭포는 아르헨티나/브라질 이과수에 있는 폭포입니다. 거대한 폭포군이 국경 지역에 펼쳐져 있습니다. 남미의 대표 자연 명소입니다.,텍스트초안
